genome	83	1517	2000000	0.0007585
genome	84	1620	2000000	0.00081
genome	85	1568	2000000	0.000784
genome	86	1599	2000000	0.0007995
genome	87	1602	2000000	0.000801
genome	88	1603	2000000	0.0008015
genome	89	1597	2000000	0.0007985
genome	90	1539	2000000	0.0007695
genome	91	1485	2000000	0.0007425
genome	92	1529	2000000	0.0007645
genome	93	1487	2000000	0.0007435
genome	94	1360	2000000	0.00068
genome	95	1249	2000000	0.0006245
genome	96	1193	2000000	0.0005965
genome	97	1153	2000000	0.0005765
genome	98	967	2000000	0.0004835
genome	99	891	2000000	0.0004455
genome	100	881	2000000	0.0004405
genome	101	748	2000000	0.000374
genome	102	686	2000000	0.000343
genome	103	637	2000000	0.0003185
genome	104	548	2000000	0.000274
genome	105	515	2000000	0.0002575
genome	106	471	2000000	0.0002355
genome	107	390	2000000	0.000195
genome	108	298	2000000	0.000149
genome	109	242	2000000	0.000121
genome	110	212	2000000	0.000106
genome	111	210	2000000	0.000105
genome	112	190	2000000	9.5e-05
genome	113	187	2000000	9.35e-05
genome	114	155	2000000	7.75e-05
genome	115	145	2000000	7.25e-05
genome	116	101	2000000	5.05e-05
genome	117	88	2000000	4.4e-05
genome	118	54	2000000	2.7e-05
genome	119	72	2000000	3.6e-05
genome	120	42	2000000	2.1e-05
genome	121	40	2000000	2e-05
genome	122	19	2000000	9.5e-06
genome	123	15	2000000	7.5e-06
genome	124	32	2000000	1.6e-05
genome	125	23	2000000	1.15e-05
genome	126	27	2000000	1.35e-05
genome	127	16	2000000	8e-06
genome	128	8	2000000	4e-06
genome	129	8	2000000	4e-06
genome	130	3	2000000	1.5e-06
genome	131	1	2000000	5e-07
